Input Scientific Name,Leaf Node in Tree
Influenza_A_virus_A_Vietnam_1194_2004_H5N1,s__Influenza_A_virus
Soil_borne_wheat_mosaic_virus,s__Soil_borne_wheat_mosaic_virus
Influenza_A_virus_H3N2,s__Influenza_A_virus
Hepatitis_C_virus_isolate_HC_J1,s__Hepacivirus_C
Reston_ebolavirus,s__Reston_ebolavirus
Orthohepevirus_A,s__Orthohepevirus_A
Bluetongue_virus_1,s__Bluetongue_virus
Norovirus_Hu_GII_3_693_425_2008_AU,s__Norwalk_virus
Bovine_viral_diarrhea_virus_1_NADL,s__Pestivirus_A
Influenza_A_virus_A_Hong_Kong_1_1968_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_Hatay_2004_H5N1,s__Influenza_A_virus
Rio_Mamore_hantavirus,s__Rio_Mamore_hantavirus
Influenza_A_virus_A_Uruguay_716_2007_H3N2,s__Influenza_A_virus
Foot_and_mouth_disease_virus_type_A,s__Foot_and_mouth_disease_virus
Porcine_transmissible_gastroenteritis_coronavirus_strain_FS772_70,s__Alphacoronavirus_1
Influenza_A_virus_A_South_Carolina_1_1918_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_Puerto_Rico_8_1934_H1N1,s__Influenza_A_virus
Citrus_tristeza_virus,s__Citrus_tristeza_virus
Human_coronavirus_HKU1,s__Human_coronavirus_HKU1
Human_respiratory_syncytial_virus_strain_RSB6190,s__Human_orthopneumovirus
Ebola_virus,s__Zaire_ebolavirus
Porcine_epidemic_diarrhea_virus_CV777,s__Porcine_epidemic_diarrhea_virus
Lymphocytic_choriomeningitis_mammarenavirus,s__Lymphocytic_choriomeningitis_mammarenavirus
Influenza_A_virus_A_Wisconsin_43_2006_H3N2,s__Influenza_A_virus
Pangolin_coronavirus,s__Pangolin_coronavirus
Influenza_A_virus_A_Vietnam_CL100_2004_H5N1,s__Influenza_A_virus
Classical_swine_fever_virus_Alfort_Tuebingen,s__Pestivirus_C
Tembusu_virus,s__Tembusu_virus
Influenza_A_virus_A_duck_Vietnam_NCVD_9_2007_H5N1,s__Influenza_A_virus
