Method	Dataset	Metric	Value	Set
Epitope1D	Mononegavirales	PPV	0.671232876712329	Holdout
Epitope1D	Mononegavirales	NPV	0.740425531914894	Holdout
Epitope1D	Mononegavirales	Sensitivity	0.391217564870259	Holdout
Epitope1D	Mononegavirales	Specificity	0.900621118012422	Holdout
Epitope1D	Mononegavirales	Balanced accuracy	0.645919341441341	Holdout
Epitope1D	Mononegavirales	Accuracy	0.7266530334015	Holdout
Epitope1D	O. volvulus	AUC	0.701185909146267	Holdout
Epitope1D	O. volvulus	F1	0.267365661861075	Holdout
Epitope1D	O. volvulus	MCC	0.128642797530494	Holdout
Epitope1D	O. volvulus	PPV	0.251231527093596	Holdout
Epitope1D	O. volvulus	NPV	0.870886075949367	Holdout
Epitope1D	O. volvulus	Sensitivity	0.285714285714286	Holdout
Epitope1D	O. volvulus	Specificity	0.849802371541502	Holdout
Epitope1D	O. volvulus	Balanced accuracy	0.567758328627894	Holdout
Epitope1D	O. volvulus	Accuracy	0.76522469550609	Holdout
Epitope1D	B. pertussis	AUC	0.674232309746328	Holdout
Epitope1D	B. pertussis	F1	0.554838709677419	Holdout
Epitope1D	B. pertussis	MCC	0.272300043634626	Holdout
Epitope1D	B. pertussis	PPV	0.895833333333333	Holdout
Epitope1D	B. pertussis	NPV	0.366336633663366	Holdout
Epitope1D	B. pertussis	Sensitivity	0.401869158878505	Holdout
Epitope1D	B. pertussis	Specificity	0.880952380952381	Holdout
Epitope1D	B. pertussis	Balanced accuracy	0.641410769915443	Holdout
Epitope1D	B. pertussis	Accuracy	0.536912751677852	Holdout
Epitope1D	Corynebacterium	AUC	0.512808641975309	Holdout
Epitope1D	Corynebacterium	F1	0.45	Holdout
Epitope1D	Corynebacterium	MCC	-0.151694969054229	Holdout
Epitope1D	Corynebacterium	PPV	0.409090909090909	Holdout
Epitope1D	Corynebacterium	NPV	0.4375	Holdout
Epitope1D	Corynebacterium	Sensitivity	0.5	Holdout
Epitope1D	Corynebacterium	Specificity	0.35	Holdout
Epitope1D	Corynebacterium	Balanced accuracy	0.425	Holdout
Epitope1D	Corynebacterium	Accuracy	0.421052631578947	Holdout
Epitope1D	E. coli	AUC	0.482855587808418	Holdout
Epitope1D	E. coli	F1	0.416243654822335	Holdout
Epitope1D	E. coli	MCC	0.287947241979523	Holdout
Epitope1D	E. coli	PPV	1	Holdout
Epitope1D	E. coli	NPV	0.31547619047619	Holdout
Epitope1D	E. coli	Sensitivity	0.262820512820513	Holdout
Epitope1D	E. coli	Specificity	1	Holdout
Epitope1D	E. coli	Balanced accuracy	0.631410256410256	Holdout
Epitope1D	E. coli	Accuracy	0.449760765550239	Holdout
Epitope1D	Enterobacteriaceae	AUC	0.558321773665664	Holdout
Epitope1D	Enterobacteriaceae	F1	0.406403940886699	Holdout
Epitope1D	Enterobacteriaceae	MCC	0.097278354032169	Holdout
Epitope1D	Enterobacteriaceae	PPV	0.548172757475083	Holdout
Epitope1D	Enterobacteriaceae	NPV	0.560355781448539	Holdout
Epitope1D	Enterobacteriaceae	Sensitivity	0.322896281800391	Holdout
Epitope1D	Enterobacteriaceae	Specificity	0.764298093587522	Holdout
Epitope1D	Enterobacteriaceae	Balanced accuracy	0.543597187693956	Holdout
Epitope1D	Enterobacteriaceae	Accuracy	0.556985294117647	Holdout
Epitope1D	Lentivirus	AUC	0.484906984906985	Holdout
Epitope1D	Lentivirus	F1	0.461538461538462	Holdout
Epitope1D	Lentivirus	MCC	0.180762113745804	Holdout
Epitope1D	Lentivirus	PPV	0.8	Holdout
Epitope1D	Lentivirus	NPV	0.393939393939394	Holdout
Epitope1D	Lentivirus	Sensitivity	0.324324324324324	Holdout
Epitope1D	Lentivirus	Specificity	0.844155844155844	Holdout
Epitope1D	Lentivirus	Balanced accuracy	0.584240084240084	Holdout
Epitope1D	Lentivirus	Accuracy	0.502222222222222	Holdout
Epitope1D	M. tuberculosis	AUC	0.521556278214575	Holdout
Epitope1D	M. tuberculosis	F1	0.576354679802956	Holdout
Epitope1D	M. tuberculosis	MCC	-0.0115085162864272	Holdout
Epitope1D	M. tuberculosis	PPV	0.51456844420011	Holdout
Epitope1D	M. tuberculosis	NPV	0.473290598290598	Holdout
Epitope1D	M. tuberculosis	Sensitivity	0.655003498950315	Holdout
Epitope1D	M. tuberculosis	Specificity	0.334087481146305	Holdout
Epitope1D	M. tuberculosis	Balanced accuracy	0.49454549004831	Holdout
Epitope1D	M. tuberculosis	Accuracy	0.5005444646098	Holdout
Epitope1D	Orthopoxvirus	AUC	0.512709178498986	Holdout
Epitope1D	Orthopoxvirus	F1	0.32	Holdout
Epitope1D	Orthopoxvirus	MCC	0.102761657221085	Holdout
Epitope1D	Orthopoxvirus	PPV	0.194756554307116	Holdout
Epitope1D	Orthopoxvirus	NPV	0.904761904761905	Holdout
Epitope1D	Orthopoxvirus	Sensitivity	0.896551724137931	Holdout
Epitope1D	Orthopoxvirus	Specificity	0.209558823529412	Holdout
Epitope1D	Orthopoxvirus	Balanced accuracy	0.553055273833671	Holdout
Epitope1D	Orthopoxvirus	Accuracy	0.33030303030303	Holdout
Epitope1D	P. aeruginosa	AUC	0.460905349794239	Holdout
Epitope1D	P. aeruginosa	F1	0.2	Holdout
Epitope1D	P. aeruginosa	MCC	-0.181649753637689	Holdout
Epitope1D	P. aeruginosa	PPV	0.526315789473684	Holdout
Epitope1D	P. aeruginosa	NPV	0.252631578947368	Holdout
Epitope1D	P. aeruginosa	Sensitivity	0.123456790123457	Holdout
Epitope1D	P. aeruginosa	Specificity	0.727272727272727	Holdout
Epitope1D	P. aeruginosa	Balanced accuracy	0.425364758698092	Holdout
Epitope1D	P. aeruginosa	Accuracy	0.298245614035088	Holdout
Epitope1D	P. falciparum	AUC	0.507809085696978	Holdout
Epitope1D	P. falciparum	F1	0.724569901453148	Holdout
Epitope1D	P. falciparum	MCC	-0.0343506590337016	Holdout
Epitope1D	P. falciparum	PPV	0.618477331052181	Holdout
Epitope1D	P. falciparum	NPV	0.329741379310345	Holdout
Epitope1D	P. falciparum	Sensitivity	0.874596774193548	Holdout
Epitope1D	P. falciparum	Specificity	0.10261569416499	Holdout
Epitope1D	P. falciparum	Balanced accuracy	0.488606234179269	Holdout
Epitope1D	P. falciparum	Accuracy	0.584739360362629	Holdout
Epitope1D	SARS-Cov-2	AUC	0.567556345118987	Holdout
Epitope1D	SARS-Cov-2	F1	0.133333333333333	Holdout
Epitope1D	SARS-Cov-2	MCC	0.0904566952566268	Holdout
Epitope1D	SARS-Cov-2	PPV	0.236842105263158	Holdout
Epitope1D	SARS-Cov-2	NPV	0.902896551724138	Holdout
Epitope1D	SARS-Cov-2	Sensitivity	0.0927835051546392	Holdout
Epitope1D	SARS-Cov-2	Specificity	0.965771614045441	Holdout
Epitope1D	SARS-Cov-2	Balanced accuracy	0.52927755960004	Holdout
Epitope1D	SARS-Cov-2	Accuracy	0.876092136616362	Holdout
Epitope1D	S. mansoni	AUC	0.581800470272086	Holdout
Epitope1D	S. mansoni	F1	0.261904761904762	Holdout
Epitope1D	S. mansoni	MCC	-0.0376555799373375	Holdout
Epitope1D	S. mansoni	PPV	0.257995735607676	Holdout
Epitope1D	S. mansoni	NPV	0.704686118479222	Holdout
Epitope1D	S. mansoni	Sensitivity	0.265934065934066	Holdout
Epitope1D	S. mansoni	Specificity	0.696069868995633	Holdout
Epitope1D	S. mansoni	Balanced accuracy	0.48100196746485	Holdout
Epitope1D	S. mansoni	Accuracy	0.57375	Holdout
Epitope1D	T. gondii	AUC	0.618811881188119	Holdout
Epitope1D	T. gondii	F1	0.736363636363636	Holdout
Epitope1D	T. gondii	MCC	-0.039324538161817	Holdout
Epitope1D	T. gondii	PPV	0.680672268907563	Holdout
Epitope1D	T. gondii	NPV	0.272727272727273	Holdout
Epitope1D	T. gondii	Sensitivity	0.801980198019802	Holdout
Epitope1D	T. gondii	Specificity	0.164835164835165	Holdout
Epitope1D	T. gondii	Balanced accuracy	0.483407681427483	Holdout
Epitope1D	T. gondii	Accuracy	0.604095563139932	Holdout
EpitopeTransfer	C. difficile	AUC	0.706520406912612	Holdout
EpitopeTransfer	C. difficile	F1	0.236111111111111	Holdout
EpitopeTransfer	C. difficile	MCC	0.172511556860175	Holdout
EpitopeTransfer	C. difficile	PPV	0.137651821862348	Holdout
EpitopeTransfer	C. difficile	NPV	0.963541666666667	Holdout
EpitopeTransfer	C. difficile	Sensitivity	0.829268292682927	Holdout
EpitopeTransfer	C. difficile	Specificity	0.464824120603015	Holdout
EpitopeTransfer	C. difficile	Balanced accuracy	0.647046206642971	Holdout
EpitopeTransfer	C. difficile	Accuracy	0.498861047835991	Holdout
EpitopeTransfer	C. trachomatis	AUC	0.773421812248996	Holdout
EpitopeTransfer	C. trachomatis	F1	0.716599190283401	Holdout
EpitopeTransfer	C. trachomatis	MCC	0.447121288823959	Holdout
EpitopeTransfer	C. trachomatis	PPV	0.743697478991597	Holdout
EpitopeTransfer	C. trachomatis	NPV	0.704119850187266	Holdout
EpitopeTransfer	C. trachomatis	Sensitivity	0.69140625	Holdout
EpitopeTransfer	C. trachomatis	Specificity	0.755020080321285	Holdout
EpitopeTransfer	C. trachomatis	Balanced accuracy	0.723213165160643	Holdout
EpitopeTransfer	C. trachomatis	Accuracy	0.722772277227723	Holdout
EpitopeTransfer	Filoviridae	AUC	0.971612338362069	Holdout
EpitopeTransfer	Filoviridae	F1	0.780141843971631	Holdout
EpitopeTransfer	Filoviridae	MCC	0.765919196345281	Holdout
EpitopeTransfer	Filoviridae	PPV	0.662650602409638	Holdout
EpitopeTransfer	Filoviridae	NPV	0.993839835728953	Holdout
EpitopeTransfer	Filoviridae	Sensitivity	0.948275862068966	Holdout
EpitopeTransfer	Filoviridae	Specificity	0.9453125	Holdout
EpitopeTransfer	Filoviridae	Balanced accuracy	0.946794181034483	Holdout
EpitopeTransfer	Filoviridae	Accuracy	0.945614035087719	Holdout
EpitopeTransfer	Human Gammaherpesvirus 4	AUC	0.593038481683458	Holdout
EpitopeTransfer	Human Gammaherpesvirus 4	F1	0.444015444015444	Holdout
EpitopeTransfer	Human Gammaherpesvirus 4	MCC	0.240911452563318	Holdout
EpitopeTransfer	Human Gammaherpesvirus 4	PPV	0.680473372781065	Holdout
EpitopeTransfer	Human Gammaherpesvirus 4	NPV	0.609022556390977	Holdout
EpitopeTransfer	Human Gammaherpesvirus 4	Sensitivity	0.329512893982808	Holdout
EpitopeTransfer	Human Gammaherpesvirus 4	Specificity	0.870967741935484	Holdout
EpitopeTransfer	Human Gammaherpesvirus 4	Balanced accuracy	0.600240317959146	Holdout
EpitopeTransfer	Human Gammaherpesvirus 4	Accuracy	0.624755700325733	Holdout
EpitopeTransfer	Influenza A	AUC	0.755717925030094	Holdout
EpitopeTransfer	Influenza A	F1	0.817950889077053	Holdout
EpitopeTransfer	Influenza A	MCC	0.175976033435571	Holdout
EpitopeTransfer	Influenza A	PPV	0.786644951140065	Holdout
EpitopeTransfer	Influenza A	NPV	0.408450704225352	Holdout
EpitopeTransfer	Influenza A	Sensitivity	0.851851851851852	Holdout
EpitopeTransfer	Influenza A	Specificity	0.306878306878307	Holdout
EpitopeTransfer	Influenza A	Balanced accuracy	0.579365079365079	Holdout
EpitopeTransfer	Influenza A	Accuracy	0.715608465608466	Holdout
EpitopeTransfer	Measles morbilivirus	AUC	0.686121323529412	Holdout
EpitopeTransfer	Measles morbilivirus	F1	0.69060773480663	Holdout
EpitopeTransfer	Measles morbilivirus	MCC	0.386335784313726	Holdout
EpitopeTransfer	Measles morbilivirus	PPV	0.651041666666667	Holdout
EpitopeTransfer	Measles morbilivirus	NPV	0.735294117647059	Holdout
EpitopeTransfer	Measles morbilivirus	Sensitivity	0.735294117647059	Holdout
EpitopeTransfer	Measles morbilivirus	Specificity	0.651041666666667	Holdout
EpitopeTransfer	Measles morbilivirus	Balanced accuracy	0.693167892156863	Holdout
EpitopeTransfer	Measles morbilivirus	Accuracy	0.69060773480663	Holdout
EpitopeTransfer	Mononegavirales	AUC	0.725381535066513	Holdout
EpitopeTransfer	Mononegavirales	F1	0.565074135090609	Holdout
EpitopeTransfer	Mononegavirales	MCC	0.286167160029344	Holdout
EpitopeTransfer	Mononegavirales	PPV	0.481065918653576	Holdout
EpitopeTransfer	Mononegavirales	NPV	0.790450928381963	Holdout
EpitopeTransfer	Mononegavirales	Sensitivity	0.684630738522954	Holdout
EpitopeTransfer	Mononegavirales	Specificity	0.616977225672878	Holdout
EpitopeTransfer	Mononegavirales	Balanced accuracy	0.650803982097916	Holdout
EpitopeTransfer	Mononegavirales	Accuracy	0.640081799591002	Holdout
EpitopeTransfer	O. volvulus	AUC	0.626022741112255	Holdout
EpitopeTransfer	O. volvulus	F1	0.362179487179487	Holdout
EpitopeTransfer	O. volvulus	MCC	0.272042861609763	Holdout
EpitopeTransfer	O. volvulus	PPV	0.423220973782772	Holdout
EpitopeTransfer	O. volvulus	NPV	0.884578997161779	Holdout
EpitopeTransfer	O. volvulus	Sensitivity	0.316526610644258	Holdout
EpitopeTransfer	O. volvulus	Specificity	0.923913043478261	Holdout
EpitopeTransfer	O. volvulus	Balanced accuracy	0.620219827061259	Holdout
EpitopeTransfer	O. volvulus	Accuracy	0.832843343133137	Holdout
EpitopeTransfer	B. pertussis	AUC	0.554517133956386	Holdout
EpitopeTransfer	B. pertussis	F1	0.8359375	Holdout
EpitopeTransfer	B. pertussis	MCC	0	Holdout
EpitopeTransfer	B. pertussis	PPV	0.718120805369127	Holdout
EpitopeTransfer	B. pertussis	NPV	0	Holdout
EpitopeTransfer	B. pertussis	Sensitivity	1	Holdout
EpitopeTransfer	B. pertussis	Specificity	0	Holdout
EpitopeTransfer	B. pertussis	Balanced accuracy	0.5	Holdout
EpitopeTransfer	B. pertussis	Accuracy	0.718120805369127	Holdout
EpitopeTransfer	Corynebacterium	AUC	0.768827160493827	Holdout
EpitopeTransfer	Corynebacterium	F1	0.707070707070707	Holdout
EpitopeTransfer	Corynebacterium	MCC	0.49183710666061	Holdout
EpitopeTransfer	Corynebacterium	PPV	0.777777777777778	Holdout
EpitopeTransfer	Corynebacterium	NPV	0.72463768115942	Holdout
EpitopeTransfer	Corynebacterium	Sensitivity	0.648148148148148	Holdout
EpitopeTransfer	Corynebacterium	Specificity	0.833333333333333	Holdout
EpitopeTransfer	Corynebacterium	Balanced accuracy	0.740740740740741	Holdout
EpitopeTransfer	Corynebacterium	Accuracy	0.745614035087719	Holdout
EpitopeTransfer	E. coli	AUC	0.853259554910498	Holdout
EpitopeTransfer	E. coli	F1	0.872370266479663	Holdout
EpitopeTransfer	E. coli	MCC	0.325406771440337	Holdout
EpitopeTransfer	E. coli	PPV	0.775561097256858	Holdout
EpitopeTransfer	E. coli	NPV	0.941176470588236	Holdout
EpitopeTransfer	E. coli	Sensitivity	0.996794871794872	Holdout
EpitopeTransfer	E. coli	Specificity	0.150943396226415	Holdout
EpitopeTransfer	E. coli	Balanced accuracy	0.573869134010643	Holdout
EpitopeTransfer	E. coli	Accuracy	0.782296650717703	Holdout
EpitopeTransfer	Enterobacteriaceae	AUC	0.825584116507884	Holdout
EpitopeTransfer	Enterobacteriaceae	F1	0.738377392889699	Holdout
EpitopeTransfer	Enterobacteriaceae	MCC	0.479421182379271	Holdout
EpitopeTransfer	Enterobacteriaceae	PPV	0.691126279863481	Holdout
EpitopeTransfer	Enterobacteriaceae	NPV	0.788844621513944	Holdout
EpitopeTransfer	Enterobacteriaceae	Sensitivity	0.792563600782779	Holdout
EpitopeTransfer	Enterobacteriaceae	Specificity	0.68630849220104	Holdout
EpitopeTransfer	Enterobacteriaceae	Balanced accuracy	0.739436046491909	Holdout
EpitopeTransfer	Enterobacteriaceae	Accuracy	0.736213235294118	Holdout
EpitopeTransfer	Lentivirus	AUC	0.789048789048789	Holdout
EpitopeTransfer	Lentivirus	F1	0.925	Holdout
EpitopeTransfer	Lentivirus	MCC	0.769589628905795	Holdout
EpitopeTransfer	Lentivirus	PPV	0.86046511627907	Holdout
EpitopeTransfer	Lentivirus	NPV	1	Holdout
EpitopeTransfer	Lentivirus	Sensitivity	1	Holdout
EpitopeTransfer	Lentivirus	Specificity	0.688311688311688	Holdout
EpitopeTransfer	Lentivirus	Balanced accuracy	0.844155844155844	Holdout
EpitopeTransfer	Lentivirus	Accuracy	0.893333333333333	Holdout
EpitopeTransfer	M. tuberculosis	AUC	0.522180072976599	Holdout
EpitopeTransfer	M. tuberculosis	F1	0.58593054318789	Holdout
EpitopeTransfer	M. tuberculosis	MCC	-0.0306635517105727	Holdout
EpitopeTransfer	M. tuberculosis	PPV	0.508762886597938	Holdout
EpitopeTransfer	M. tuberculosis	NPV	0.457668711656442	Holdout
EpitopeTransfer	M. tuberculosis	Sensitivity	0.690692792162351	Holdout
EpitopeTransfer	M. tuberculosis	Specificity	0.281297134238311	Holdout
EpitopeTransfer	M. tuberculosis	Balanced accuracy	0.485994963200331	Holdout
EpitopeTransfer	M. tuberculosis	Accuracy	0.493647912885662	Holdout
EpitopeTransfer	Orthopoxvirus	AUC	0.69757860040568	Holdout
EpitopeTransfer	Orthopoxvirus	F1	0.442105263157895	Holdout
EpitopeTransfer	Orthopoxvirus	MCC	0.365812086013634	Holdout
EpitopeTransfer	Orthopoxvirus	PPV	0.567567567567568	Holdout
EpitopeTransfer	Orthopoxvirus	NPV	0.873720136518771	Holdout
EpitopeTransfer	Orthopoxvirus	Sensitivity	0.362068965517241	Holdout
EpitopeTransfer	Orthopoxvirus	Specificity	0.941176470588235	Holdout
EpitopeTransfer	Orthopoxvirus	Balanced accuracy	0.651622718052738	Holdout
EpitopeTransfer	Orthopoxvirus	Accuracy	0.839393939393939	Holdout
EpitopeTransfer	P. aeruginosa	AUC	0.72053872053872	Holdout
EpitopeTransfer	P. aeruginosa	F1	0.835051546391753	Holdout
EpitopeTransfer	P. aeruginosa	MCC	0.147382635309143	Holdout
EpitopeTransfer	P. aeruginosa	PPV	0.716814159292035	Holdout
EpitopeTransfer	P. aeruginosa	NPV	1	Holdout
EpitopeTransfer	P. aeruginosa	Sensitivity	1	Holdout
EpitopeTransfer	P. aeruginosa	Specificity	0.0303030303030303	Holdout
EpitopeTransfer	P. aeruginosa	Balanced accuracy	0.515151515151515	Holdout
EpitopeTransfer	P. aeruginosa	Accuracy	0.719298245614035	Holdout
EpitopeTransfer	P. falciparum	AUC	0.81044911944787	Holdout
EpitopeTransfer	P. falciparum	F1	0.826028190770419	Holdout
EpitopeTransfer	P. falciparum	MCC	0.505325441216076	Holdout
EpitopeTransfer	P. falciparum	PPV	0.792515746572805	Holdout
EpitopeTransfer	P. falciparum	NPV	0.731918238993711	Holdout
EpitopeTransfer	P. falciparum	Sensitivity	0.8625	Holdout
EpitopeTransfer	P. falciparum	Specificity	0.624413145539906	Holdout
EpitopeTransfer	P. falciparum	Balanced accuracy	0.743456572769953	Holdout
EpitopeTransfer	P. falciparum	Accuracy	0.773105011332158	Holdout
EpitopeTransfer	SARS-Cov-2	AUC	0.547382832948538	Holdout
EpitopeTransfer	SARS-Cov-2	F1	0.119844357976654	Holdout
EpitopeTransfer	SARS-Cov-2	MCC	0.0433957627630588	Holdout
EpitopeTransfer	SARS-Cov-2	PPV	0.151277013752456	Holdout
EpitopeTransfer	SARS-Cov-2	NPV	0.901285129219037	Holdout
EpitopeTransfer	SARS-Cov-2	Sensitivity	0.0992268041237113	Holdout
EpitopeTransfer	SARS-Cov-2	Specificity	0.936601115350748	Holdout
EpitopeTransfer	SARS-Cov-2	Balanced accuracy	0.51791395973723	Holdout
EpitopeTransfer	SARS-Cov-2	Accuracy	0.85098814229249	Holdout
EpitopeTransfer	S. mansoni	AUC	0.556675464273718	Holdout
EpitopeTransfer	S. mansoni	F1	0.437463641652123	Holdout
EpitopeTransfer	S. mansoni	MCC	0.0562945514980207	Holdout
EpitopeTransfer	S. mansoni	PPV	0.29746835443038	Holdout
EpitopeTransfer	S. mansoni	NPV	0.764880952380952	Holdout
EpitopeTransfer	S. mansoni	Sensitivity	0.826373626373626	Holdout
EpitopeTransfer	S. mansoni	Specificity	0.224454148471616	Holdout
EpitopeTransfer	S. mansoni	Balanced accuracy	0.525413887422621	Holdout
EpitopeTransfer	S. mansoni	Accuracy	0.395625	Holdout
EpitopeTransfer	T. gondii	AUC	0.705363942987705	Holdout
EpitopeTransfer	T. gondii	F1	0.81057268722467	Holdout
EpitopeTransfer	T. gondii	MCC	0.218267589534157	Holdout
EpitopeTransfer	T. gondii	PPV	0.73015873015873	Holdout
EpitopeTransfer	T. gondii	NPV	0.560975609756098	Holdout
EpitopeTransfer	T. gondii	Sensitivity	0.910891089108911	Holdout
EpitopeTransfer	T. gondii	Specificity	0.252747252747253	Holdout
EpitopeTransfer	T. gondii	Balanced accuracy	0.581819170928082	Holdout
EpitopeTransfer	T. gondii	Accuracy	0.706484641638225	Holdout
EpitopeVec	C. difficile	AUC	0.850900845691874	Holdout
EpitopeVec	C. difficile	F1	0.281786941580756	Holdout
EpitopeVec	C. difficile	MCC	0.279068803317255	Holdout
EpitopeVec	C. difficile	PPV	0.164	Holdout
EpitopeVec	C. difficile	NPV	1	Holdout
EpitopeVec	C. difficile	Sensitivity	1	Holdout
EpitopeVec	C. difficile	Specificity	0.474874371859296	Holdout
EpitopeVec	C. difficile	Balanced accuracy	0.737437185929648	Holdout
EpitopeVec	C. difficile	Accuracy	0.523917995444191	Holdout
EpitopeVec	C. trachomatis	AUC	0.716843938253012	Holdout
EpitopeVec	C. trachomatis	F1	0.623700623700624	Holdout
EpitopeVec	C. trachomatis	MCC	0.286409024729244	Holdout
EpitopeVec	C. trachomatis	PPV	0.666666666666667	Holdout
EpitopeVec	C. trachomatis	NPV	0.621428571428571	Holdout
EpitopeVec	C. trachomatis	Sensitivity	0.5859375	Holdout
EpitopeVec	C. trachomatis	Specificity	0.698795180722892	Holdout
EpitopeVec	C. trachomatis	Balanced accuracy	0.642366340361446	Holdout
EpitopeVec	C. trachomatis	Accuracy	0.641584158415842	Holdout
EpitopeVec	Filoviridae	AUC	0.752104660560345	Holdout
EpitopeVec	Filoviridae	F1	0.271386430678466	Holdout
EpitopeVec	Filoviridae	MCC	0.202045026358531	Holdout
EpitopeVec	Filoviridae	PPV	0.163701067615658	Holdout
EpitopeVec	Filoviridae	NPV	0.958477508650519	Holdout
EpitopeVec	Filoviridae	Sensitivity	0.793103448275862	Holdout
EpitopeVec	Filoviridae	Specificity	0.541015625	Holdout
EpitopeVec	Filoviridae	Balanced accuracy	0.667059536637931	Holdout
EpitopeVec	Filoviridae	Accuracy	0.566666666666667	Holdout
EpitopeVec	Human Gammaherpesvirus 4	AUC	0.559555719875528	Holdout
EpitopeVec	Human Gammaherpesvirus 4	F1	0.507607192254495	Holdout
EpitopeVec	Human Gammaherpesvirus 4	MCC	0.0703235169263604	Holdout
EpitopeVec	Human Gammaherpesvirus 4	PPV	0.490641711229946	Holdout
EpitopeVec	Human Gammaherpesvirus 4	NPV	0.579415501905972	Holdout
EpitopeVec	Human Gammaherpesvirus 4	Sensitivity	0.525787965616046	Holdout
EpitopeVec	Human Gammaherpesvirus 4	Specificity	0.544802867383513	Holdout
EpitopeVec	Human Gammaherpesvirus 4	Balanced accuracy	0.535295416499779	Holdout
EpitopeVec	Human Gammaherpesvirus 4	Accuracy	0.536156351791531	Holdout
EpitopeVec	Influenza A	AUC	0.630114871737447	Holdout
EpitopeVec	Influenza A	F1	0.797927461139896	Holdout
EpitopeVec	Influenza A	MCC	0.138664382975527	Holdout
EpitopeVec	Influenza A	PPV	0.781725888324873	Holdout
EpitopeVec	Influenza A	NPV	0.363636363636364	Holdout
EpitopeVec	Influenza A	Sensitivity	0.814814814814815	Holdout
EpitopeVec	Influenza A	Specificity	0.317460317460317	Holdout
EpitopeVec	Influenza A	Balanced accuracy	0.566137566137566	Holdout
EpitopeVec	Influenza A	Accuracy	0.69047619047619	Holdout
EpitopeVec	Measles morbilivirus	AUC	0.537928921568627	Holdout
EpitopeVec	Measles morbilivirus	F1	0.58679706601467	Holdout
EpitopeVec	Measles morbilivirus	MCC	0.0907151323802073	Holdout
EpitopeVec	Measles morbilivirus	PPV	0.502092050209205	Holdout
EpitopeVec	Measles morbilivirus	NPV	0.59349593495935	Holdout
EpitopeVec	Measles morbilivirus	Sensitivity	0.705882352941177	Holdout
EpitopeVec	Measles morbilivirus	Specificity	0.380208333333333	Holdout
EpitopeVec	Measles morbilivirus	Balanced accuracy	0.543045343137255	Holdout
EpitopeVec	Measles morbilivirus	Accuracy	0.533149171270718	Holdout
EpitopeVec	Mononegavirales	AUC	0.670966555501833	Holdout
EpitopeVec	Mononegavirales	F1	0.494533221194281	Holdout
EpitopeVec	Mononegavirales	MCC	0.170058233901862	Holdout
EpitopeVec	Mononegavirales	PPV	0.427325581395349	Holdout
EpitopeVec	Mononegavirales	NPV	0.734274711168164	Holdout
EpitopeVec	Mononegavirales	Sensitivity	0.586826347305389	Holdout
EpitopeVec	Mononegavirales	Specificity	0.592132505175983	Holdout
EpitopeVec	Mononegavirales	Balanced accuracy	0.589479426240686	Holdout
EpitopeVec	Mononegavirales	Accuracy	0.590320381731425	Holdout
EpitopeVec	O. volvulus	AUC	0.584837690016718	Holdout
EpitopeVec	O. volvulus	F1	0.261989978525412	Holdout
EpitopeVec	O. volvulus	MCC	0.0641956098733158	Holdout
EpitopeVec	O. volvulus	PPV	0.175961538461538	Holdout
EpitopeVec	O. volvulus	NPV	0.870246085011186	Holdout
EpitopeVec	O. volvulus	Sensitivity	0.512605042016807	Holdout
EpitopeVec	O. volvulus	Specificity	0.576581027667984	Holdout
EpitopeVec	O. volvulus	Balanced accuracy	0.544593034842395	Holdout
EpitopeVec	O. volvulus	Accuracy	0.566988660226796	Holdout
EpitopeVec	B. pertussis	AUC	0.750333778371162	Holdout
EpitopeVec	B. pertussis	F1	0.753926701570681	Holdout
EpitopeVec	B. pertussis	MCC	0.351266224542177	Holdout
EpitopeVec	B. pertussis	PPV	0.857142857142857	Holdout
EpitopeVec	B. pertussis	NPV	0.461538461538462	Holdout
EpitopeVec	B. pertussis	Sensitivity	0.672897196261682	Holdout
EpitopeVec	B. pertussis	Specificity	0.714285714285714	Holdout
EpitopeVec	B. pertussis	Balanced accuracy	0.693591455273698	Holdout
EpitopeVec	B. pertussis	Accuracy	0.684563758389262	Holdout
EpitopeVec	Corynebacterium	AUC	0.727777777777778	Holdout
EpitopeVec	Corynebacterium	F1	0.672131147540984	Holdout
EpitopeVec	Corynebacterium	MCC	0.314747177484697	Holdout
EpitopeVec	Corynebacterium	PPV	0.602941176470588	Holdout
EpitopeVec	Corynebacterium	NPV	0.717391304347826	Holdout
EpitopeVec	Corynebacterium	Sensitivity	0.759259259259259	Holdout
EpitopeVec	Corynebacterium	Specificity	0.55	Holdout
EpitopeVec	Corynebacterium	Balanced accuracy	0.65462962962963	Holdout
EpitopeVec	Corynebacterium	Accuracy	0.649122807017544	Holdout
EpitopeVec	E. coli	AUC	0.533291001451379	Holdout
EpitopeVec	E. coli	F1	0.62781954887218	Holdout
EpitopeVec	E. coli	MCC	0.0307202245065396	Holdout
EpitopeVec	E. coli	PPV	0.759090909090909	Holdout
EpitopeVec	E. coli	NPV	0.267676767676768	Holdout
EpitopeVec	E. coli	Sensitivity	0.53525641025641	Holdout
EpitopeVec	E. coli	Specificity	0.5	Holdout
EpitopeVec	E. coli	Balanced accuracy	0.517628205128205	Holdout
EpitopeVec	E. coli	Accuracy	0.526315789473684	Holdout
EpitopeVec	Enterobacteriaceae	AUC	0.548960986545564	Holdout
EpitopeVec	Enterobacteriaceae	F1	0.533575317604356	Holdout
EpitopeVec	Enterobacteriaceae	MCC	0.0607265436663316	Holdout
